Year,Code,Constituency,Region,Party Abbreviation,Party,Candidate Votes,Share of Vote,Total constituency votes,Majority Party,Majority,Majority %
2010,E14000882,Poplar and Limehouse,London,Ind,Independent,167,0.36%,,,,
2010,E14000882,Poplar and Limehouse,London,Ind,Independent,59,0.13%,,,,
2010,E14000887,Putney,London,C,Conservative,21223,52.04%,40785,C,10053,24.65%
2010,E14000887,Putney,London,Lab,Labour,11170,27.39%,,,,
2010,E14000887,Putney,London,LD,Lib Dem,6907,16.94%,,,,
2010,E14000887,Putney,London,Green,Green,591,1.45%,,,,
2010,E14000887,Putney,London,BNP,BNP,459,1.13%,,,,
2010,E14000887,Putney,London,UKIP,UKIP,435,1.07%,,,,
2010,E14000896,Richmond Park,London,C,Conservative,29461,49.71%,59268,C,4091,6.90%
2010,E14000896,Richmond Park,London,LD,Lib Dem,25370,42.81%,,,,
2010,E14000896,Richmond Park,London,Lab,Labour,2979,5.03%,,,,
2010,E14000896,Richmond Park,London,UKIP,UKIP,669,1.13%,,,,
2010,E14000896,Richmond Park,London,Green,Green,572,0.97%,,,,
2010,E14000896,Richmond Park,London,CPA,CPA,133,0.22%,,,,
2010,E14000896,Richmond Park,London,Ind,Independent,84,0.14%,,,,
2010,E14000900,Romford,London,C,Conservative,26031,56.00%,46481,C,16954,36.48%
2010,E14000900,Romford,London,Lab,Labour,9077,19.53%,,,,
2010,E14000900,Romford,London,LD,Lib Dem,5572,11.99%,,,,
2010,E14000900,Romford,London,BNP,BNP,2438,5.25%,,,,
2010,E14000900,Romford,London,UKIP,UKIP,2050,4.41%,,,,
2010,E14000900,Romford,London,Eng Dem,Eng Dem,603,1.30%,,,,
2010,E14000900,Romford,London,Green,Green,447,0.96%,,,,
2010,E14000900,Romford,London,Ind,Independent,151,0.32%,,,,
2010,E14000900,Romford,London,Ind,Independent,112,0.24%,,,,
2010,E14000906,"Ruislip, Northwood and Pinner",London,C,Conservative,28866,57.50%,50205,C,19060,37.96%
2010,E14000906,"Ruislip, Northwood and Pinner",London,Lab,Labour,9806,19.53%,,,,
2010,E14000906,"Ruislip, Northwood and Pinner",London,LD,Lib Dem,8345,16.62%,,,,
2010,E14000906,"Ruislip, Northwood and Pinner",London,UKIP,UKIP,1351,2.69%,,,,
2010,E14000906,"Ruislip, Northwood and Pinner",London,NF,National Front,899,1.79%,,,,
2010,E14000906,"Ruislip, Northwood and Pinner",London,Green,Green,740,1.47%,,,,
2010,E14000906,"Ruislip, Northwood and Pinner",London,Ch P,Ch P,198,0.39%,,,,
2010,E14000978,Streatham,London,Lab,Labour,20037,42.78%,46837,Lab,3259,6.96%
2010,E14000978,Streatham,London,LD,Lib Dem,16778,35.82%,,,,
2010,E14000978,Streatham,London,C,Conservative,8578,18.31%,,,,
2010,E14000978,Streatham,London,Green,Green,861,1.84%,,,,
2010,E14000978,Streatham,London,Ch P,Ch P,237,0.51%,,,,
2010,E14000978,Streatham,London,Eng Dem,Eng Dem,229,0.49%,,,,
2010,E14000978,Streatham,London,WRP,WRP,117,0.25%,,,,
2010,E14000984,Sutton and Cheam,London,LD,Lib Dem,22156,45.67%,48508,LD,1608,3.31%
2010,E14000984,Sutton and Cheam,London,C,Conservative,20548,42.36%,,,,
2010,E14000984,Sutton and Cheam,London,Lab,Labour,3376,6.96%,,,,
2010,E14000984,Sutton and Cheam,London,BNP,BNP,1014,2.09%,,,,
2010,E14000984,Sutton and Cheam,London,UKIP,UKIP,950,1.96%,,,,
2010,E14000984,Sutton and Cheam,London,Green,Green,246,0.51%,,,,
2010,E14000984,Sutton and Cheam,London,Eng Dem,Eng Dem,106,0.22%,,,,
2010,E14000984,Sutton and Cheam,London,CPA,CPA,52,0.11%,,,,
2010,E14000984,Sutton and Cheam,London,Libertarian,Libertarian,41,0.08%,,,,
2010,E14000984,Sutton and Cheam,London,UK Integrity,UK Integrity,19,0.04%,,,,
2010,E14000998,Tooting,London,Lab,Labour,22038,43.51%,50655,Lab,2524,4.98%
2010,E14000998,Tooting,London,C,Conservative,19514,38.52%,,,,
2010,E14000998,Tooting,London,LD,Lib Dem,7509,14.82%,,,,
2010,E14000998,Tooting,London,UKIP,UKIP,624,1.23%,,,,
2010,E14000998,Tooting,London,Green,Green,609,1.20%,,,,
2010,E14000998,Tooting,London,Ind,Independent,190,0.38%,,,,
2010,E14000998,Tooting,London,Ch P,Ch P,171,0.34%,,,,
2010,E14001002,Tottenham,London,Lab,Labour,24128,59.30%,40687,Lab,16931,41.61%
2010,E14001002,Tottenham,London,LD,Lib Dem,7197,17.69%,,,,
2010,E14001002,Tottenham,London,C,Conservative,6064,14.90%,,,,
2010,E14001002,Tottenham,London,TUSC,Trade Unionist and Socialist Coalition,1057,2.60%,,,,
2010,E14001002,Tottenham,London,Green,Green,980,2.41%,,,,
2010,E14001002,Tottenham,London,UKIP,UKIP,466,1.15%,,,,
2010,E14001002,Tottenham,London,Ind People,Ind People,265,0.65%,,,,
2010,E14001002,Tottenham,London,Ch P,Ch P,262,0.64%,,,,
2010,E14001002,Tottenham,London,Ind,Independent,143,0.35%,,,,
2010,E14001002,Tottenham,London,Ind,Independent,125,0.31%,,,,
2010,E14001005,Twickenham,London,LD,Lib Dem,32483,54.39%,59721,LD,12140,20.33%
2010,E14001005,Twickenham,London,C,Conservative,20343,34.06%,,,,
2010,E14001005,Twickenham,London,Lab,Labour,4583,7.67%,,,,
2010,E14001005,Twickenham,London,UKIP,UKIP,868,1.45%,,,,
2010,E14001005,Twickenham,London,Green,Green,674,1.13%,,,,
2010,E14001005,Twickenham,London,BNP,BNP,654,1.10%,,,,
2010,E14001005,Twickenham,London,R and E,R and E,76,0.13%,,,,
2010,E14001005,Twickenham,London,Magna Carta,Magna Carta,40,0.07%,,,,
2010,E14001007,Uxbridge and South Ruislip,London,C,Conservative,21758,48.27%,45076,C,11216,24.88%
2010,E14001007,Uxbridge and South Ruislip,London,Lab,Labour,10542,23.39%,,,,
2010,E14001007,Uxbridge and South Ruislip,London,LD,Lib Dem,8995,19.96%,,,,
2010,E14001007,Uxbridge and South Ruislip,London,BNP,BNP,1396,3.10%,,,,
2010,E14001007,Uxbridge and South Ruislip,London,UKIP,UKIP,1234,2.74%,,,,
2010,E14001007,Uxbridge and South Ruislip,London,Green,Green,477,1.06%,,,,
2010,E14001007,Uxbridge and South Ruislip,London,Eng Dem,Eng Dem,403,0.89%,,,,
2010,E14001007,Uxbridge and South Ruislip,London,NF,National Front,271,0.60%,,,,
2010,E14001008,Vauxhall,London,Lab,Labour,21498,49.77%,43191,Lab,10651,24.66%
2010,E14001008,Vauxhall,London,LD,Lib Dem,10847,25.11%,,,,
2010,E14001008,Vauxhall,London,C,Conservative,9301,21.53%,,,,
2010,E14001008,Vauxhall,London,Green,Green,708,1.64%,,,,
2010,E14001008,Vauxhall,London,Eng Dem,Eng Dem,289,0.67%,,,,
2010,E14001008,Vauxhall,London,Ch P,Ch P,200,0.46%,,,,
2010,E14001008,Vauxhall,London,Soc,Soc,143,0.33%,,,,
2010,E14001008,Vauxhall,London,WP,Workers Party,109,0.25%,,,,
2010,E14001008,Vauxhall,London,APP,APP,96,0.22%,,,,
2010,E14001013,Walthamstow,London,Lab,Labour,21252,51.84%,40994,Lab,9478,23.12%
2010,E14001013,Walthamstow,London,LD,Lib Dem,11774,28.72%,,,,
2010,E14001013,Walthamstow,London,C,Conservative,5734,13.99%,,,,
2010,E14001013,Walthamstow,London,UKIP,UKIP,823,2.01%,,,,
2010,E14001013,Walthamstow,London,Green,Green,767,1.87%,,,,
2010,E14001013,Walthamstow,London,TUSC,Trade Unionist and Socialist Coalition,279,0.68%,,,,
2010,E14001013,Walthamstow,London,Ch P,Ch P,248,0.60%,,,,
2010,E14001013,Walthamstow,London,Ind,Independent,117,0.29%,,,,
2010,E14001032,West Ham,London,Lab,Labour,29422,62.67%,46951,Lab,22534,47.99%
2010,E14001032,West Ham,London,C,Conservative,6888,14.67%,,,,
2010,E14001032,West Ham,London,LD,Lib Dem,5392,11.48%,,,,
2010,E14001032,West Ham,London,CPA,CPA,1327,2.83%,,,,
2010,E14001032,West Ham,London,Ind,Independent,1245,2.65%,,,,
2010,E14001032,West Ham,London,NF,National Front,1089,2.32%,,,,
2010,E14001032,West Ham,London,UKIP,UKIP,766,1.63%,,,,
2010,E14001032,West Ham,London,Green,Green,645,1.37%,,,,
2010,E14001032,West Ham,London,Ind,Independent,177,0.38%,,,,
2010,E14001036,Westminster North,London,Lab,Labour,17377,43.88%,39598,Lab,2126,5.37%
2010,E14001036,Westminster North,London,C,Conservative,15251,38.51%,,,,
2010,E14001036,Westminster North,London,LD,Lib Dem,5513,13.92%,,,,
2010,E14001036,Westminster North,London,Green,Green,478,1.21%,,,,
2010,E14001036,Westminster North,London,BNP,BNP,334,0.84%,,,,
2010,E14001036,Westminster North,London,UKIP,UKIP,315,0.80%,,,,
2010,E14001036,Westminster North,London,Ind,Independent,101,0.26%,,,,
2010,E14001036,Westminster North,London,Eng Dem,Eng Dem,99,0.25%,,,,
2010,E14001036,Westminster North,London,Ch P,Ch P,98,0.25%,,,,
2010,E14001036,Westminster North,London,Ind,Independent,32,0.08%,,,,
2010,E14001040,Wimbledon,London,C,Conservative,23257,49.07%,47395,C,11408,24.07%
2010,E14001040,Wimbledon,London,LD,Lib Dem,11849,25.00%,,,,
2010,E14001040,Wimbledon,London,Lab,Labour,10550,22.26%,,,,
2010,E14001040,Wimbledon,London,UKIP,UKIP,914,1.93%,,,,
2010,E14001040,Wimbledon,London,Green,Green,590,1.24%,,,,
2010,E14001040,Wimbledon,London,Ch P,Ch P,235,0.50%,,,,
